object_type,schema,name,detail,migration_source,classification,notes
index,public,configuration_templates_key_version_unique,"CREATE UNIQUE INDEX configuration_templates_key_version_unique ON public.configuration_templates USING btree (template_key, version_label)",20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
index,public,configuration_templates_one_open_governed,"CREATE UNIQUE INDEX configuration_templates_one_open_governed ON public.configuration_templates USING btree (template_key) WHERE ((status = ANY (ARRAY['published'::config_status, 'locked'::config_stat",20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
index,public,configuration_templates_pkey,CREATE UNIQUE INDEX configuration_templates_pkey ON public.configuration_templates USING btree (id),20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
trigger,public,trg_audit_configuration_templates,"table=configuration_templates; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
trigger,public,trg_guard_governed_configuration_template,"table=configuration_templates; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION guard_governed_configuration_template()",20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
rls_enablement,public,configuration_templates__rls,rls_enabled=True; forced=False,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
rls_policy,public,configuration_templates.configuration_templates_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
rls_policy,public,configuration_templates.configuration_templates_write,cmd=ALL; roles={public}; permissive=PERMISSIVE,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
table,public,correction_evidence,columns=7; pk_cols=1; fk_out=3; triggers=0; rls=enabled; policies=3,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
column,public,correction_evidence.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
column,public,correction_evidence.request_id,type=uuid; nullable=YES; default=None; ordinal=2,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
column,public,correction_evidence.factory_id,type=uuid; nullable=NO; default=None; ordinal=3,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
column,public,correction_evidence.content_sha256,type=text; nullable=YES; default=None; ordinal=4,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
column,public,correction_evidence.media_type,type=text; nullable=YES; default=None; ordinal=5,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
column,public,correction_evidence.uploaded_by_rep,type=uuid; nullable=YES; default=None; ordinal=6,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
column,public,correction_evidence.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=7,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
primary_key,public,correction_evidence_pkey,table=correction_evidence; columns=id,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
foreign_key,public,correction_evidence_request_id_fkey,correction_evidence.request_id -> external_requests.id,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
foreign_key,public,correction_evidence_factory_id_fkey,correction_evidence.factory_id -> factories.id,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
foreign_key,public,correction_evidence_uploaded_by_rep_fkey,correction_evidence.uploaded_by_rep -> factory_representatives.id,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
check,public,2200_20653_1_not_null,table=correction_evidence; columns=None,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
check,public,2200_20653_3_not_null,table=correction_evidence; columns=None,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
check,public,2200_20653_7_not_null,table=correction_evidence; columns=None,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
index,public,correction_evidence_pkey,CREATE UNIQUE INDEX correction_evidence_pkey ON public.correction_evidence USING btree (id),20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
rls_enablement,public,correction_evidence__rls,rls_enabled=True; forced=False,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
rls_policy,public,correction_evidence.correction_evidence_internal_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
rls_policy,public,correction_evidence.correction_evidence_internal_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
rls_policy,public,correction_evidence.correction_evidence_internal_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,20260717180000_mvp2_m2_08_external_portal.sql,canonical+applied,
table,public,dashboard_config_heads,columns=3; pk_cols=1; fk_out=1; triggers=0; rls=enabled; policies=1,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_heads.config_key,type=text; nullable=NO; default=None; ordinal=1,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_heads.current_version_id,type=uuid; nullable=NO; default=None; ordinal=2,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_heads.activated_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=3,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
primary_key,public,dashboard_config_heads_pkey,table=dashboard_config_heads; columns=config_key,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
foreign_key,public,dashboard_config_heads_current_version_id_fkey,dashboard_config_heads.current_version_id -> dashboard_config_versions.id,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
check,public,2200_22949_1_not_null,table=dashboard_config_heads; columns=None,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
check,public,2200_22949_2_not_null,table=dashboard_config_heads; columns=None,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
check,public,2200_22949_3_not_null,table=dashboard_config_heads; columns=None,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
index,public,dashboard_config_heads_pkey,CREATE UNIQUE INDEX dashboard_config_heads_pkey ON public.dashboard_config_heads USING btree (config_key),20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
rls_enablement,public,dashboard_config_heads__rls,rls_enabled=True; forced=False,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
rls_policy,public,dashboard_config_heads.dash_config_heads_read,cmd=SELECT; roles={authenticated}; permissive=PERMISSIVE,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
table,public,dashboard_config_parameters,columns=15; pk_cols=1; fk_out=2; triggers=0; rls=enabled; policies=1,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.config_key,type=text; nullable=NO; default=None; ordinal=2,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.title,type=text; nullable=NO; default=None; ordinal=3,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.status,type=text; nullable=NO; default='draft'::text; ordinal=4,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.revision,type=integer; nullable=NO; default=1; ordinal=5,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.payload,type=jsonb; nullable=NO; default='{}'::jsonb; ordinal=6,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.requested_effective_from,type=timestamp with time zone; nullable=YES; default=None; ordinal=7,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.owner_id,type=uuid; nullable=NO; default=None; ordinal=8,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.return_reason,type=text; nullable=YES; default=None; ordinal=9,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
column,public,dashboard_config_parameters.submitted_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=10,20260721010000_dashboard_kpi_admin_foundation.sql,canonical+applied,
